# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[5008]~[7756]）
# 格式：[样本ID] 推理过程

[5008] 解析过程略
[6321] 根据题意c=1,由2|F_{1}F_{2}|=|PF_{1}|+|PF_{2}|=2a,a=2c=2,故b=\sqrt{4-1}=\sqrt{3},设|PF_{1}|=x,|PF_{2}|=4-x,\cos120^{\circ}=\frac{x^{2}+4-(4-x)^{2}}{2\cdotx\cdot2},得x=1.2,故|PH|=1.2\sin60^{\circ}=\frac{3\sqrt{3}}{5},所以s=c|PH|=|PH|=\frac{3\sqrt{3}}{5}

[6324] 由题意可得双曲线C的一条渐近线方程为y=-\frac{b}{a}x,则-\frac{b}{a}=-2,即\frac{b}{a}=2则e^{2}=\frac{c^{2}}{a^{2}}=\frac{a^{2}+b^{2}}{a^{2}}=1+\frac{b^{2}}{a^{2}},故双曲线C的离心率e=\sqrt{\frac{b^{2}}{a2}+1}=\sqrt{5}.

[6325] 由题意知,抛物线y^{2}=4x的焦点坐标为(1,0)\therefore直线AB的方程为y=k(x-1)由\begin{cases}y24x\\y\end{cases}(x-1)得k^{2}x^{2}-(2k^{2}+4)x+k^{2}=0,设A(x_{1},y_{1}),B(x_{2},y_{2}),则x_{1}+x_{2}=\frac{k^{2}+4}{k^{2}},x_{1}\cdotx_{2}=1,y_{1}\cdoty_{2}=k(x_{1}^{\pi}-1)\cdotk(x_{2}-1)=k^{2}[x_{1}\cdot\lambda2-(x_{1}+x_{2})+1].\therefore\overrightarrow{OA}\cdot\overrightarrow{OB}=x_{1}\cdotx_{2}+y_{1}\cdoty_{2}=1+k^{2}(2-\frac{2k^{2}+4}{k^{2}})=-3

[6326] 如图所示:抛物线y^{2}=4x的焦点为F(1,0),准线l为3设l所在直线方程为y=k(x-1),设A(x_{1},y_{1}),B(x_{2},y_{2}),联立\begin{cases}y=k(x-1)\\y2=4x\end{cases},得k^{2}x^{2}-(2k^{2}+4)x+k^{2}=0,\thereforex_{1}x_{2}=1\textcircled{1},\because|AF|=2|BF|\thereforex_{1}+1=2(x_{2}+1),\textcircled{2}由\textcircled{1}\textcircled{2}解得x_{1}=2,x_{2}=\frac{1}{2},\thereforey=2\sqrt{2},y=-\sqrt{2},\therefore|CD|=y_{1}-y_{2}=3\sqrt{2}\because|FG|=1+1=2,\thereforeS_{ACDE}=\frac{1}{2}\times|CD|\times|FG|=\frac{1}{3}\times3\sqrt{2}\times2=3\sqrt{2}故答家为2,下

[6328] 设内切圆圆心为M,过M作MN\botOA于N、MT\botAB于T,易知MTAN为正方形,进而可得|MN|=\frac{1}{3}a、|NO|=\frac{2}{3}a,结合\tan\angleAOF=\frac{|MN|}{|NO|}=\frac{b}{a}可得双曲线参数的齐次式,即可求双曲线的离心率.设内切圆圆心为M,则M在\angleAOB平分线Ox上,过点M分别作MN\botOA于N,MT\botAB于T由FA\botOA得:四边形MTAN为正方形由焦点到渐近线的距离为b得:FA=b,又OF=c,\thereforeOA=a,则|NA|=|MN|=\frac{1}{3}a,则|NO|=\frac{2}{3}a,

[6329] \_如图,设A在x轴上方,因为O为F_{1},F_{2}的中点,所以S_{\triangleBF_{1}F_{2}}=14S_{\triangleAOF}等价于BF_{2}=7AF_{2}5x^{2}-4y^{2}=m^{2}即\frac{x^{2}}{\frac{m^{2}}{5}}-\frac{y^{2}}{\frac{m^{2}}{4}}=1即a^{2}=\frac{m^{2}}{5},b^{2}=\frac{m^{2}}{4},e=\sqrt{1+\frac{b^{2}}{a^{2}}}=\frac{3}{2}AF_{2}=x,则AF_{1}=2a+x,直线l的倾斜角为\theta\triangleAF_{1}F_{2}中,由余弦定理得(2a+x)^{2}=x^{2}+(2c)^{2}-2\times2c\cdotx\cdot\cos(\pi-\theta)b^{2}=(a-c\cdot\cos\theta)x所以x=\frac{b^{2}}{a-c\cos\theta}同理设BF_{2}=y,在\triangleBF_{1}F_{2}中可求得y=\frac{b^{2}}{a+c\cos\theta}所以\frac{y}{x}=\frac{a-c\cos\theta}{a+c\cos\theta}=\frac{1-e\cos\theta}{1+e\cos\theta}=7因为e=\frac{3}{2},代入解得\cos\theta=-\frac{1}{2},所以\theta=\frac{2\pi}{3},即\tan\theta=-\sqrt{3},即k=-\sqrt{3}由于对称性,A也可以在x轴下方,所以斜率为\pm\sqrt{3}

[6330] 设点P为第一象限内的点,设椭圆与双曲线的焦点都在x轴上,设椭圆的长轴长为2a_{1},双曲线的实轴长为2a_{2},两曲线的焦距为2c,椭圆和双曲线的离心率分别为e_{1},e_{2},利用余弦定理、椭圆和双曲线的定义可得出a_{1}^{2}+3a_{2}^{2}=4c^{2},进而可得出\frac{1}{e_{1}^{2}}+\frac{3}{e_{2}^{2}}=4,结合e_{1}=\frac{\sqrt{3}}{2}可求得e_{2}的值,即可得解设椭圆与双曲线的焦点都在x轴上,设椭圆的长轴长为2a_{1},双曲线的实轴长为2a_{2},两曲线的焦距为2c,椭圆和双曲线的离心率分别为e_{1},e_{2}.联立\textcircled{1}\textcircled{2}解得,|PF_{1}|=a_{1}+a_{2},|PF_{2}|=a_{1}-a_{2}在\trianglePF_{1}F_{2}中由余弦定理得:(2c)^{2}=|PF_{1}|^{2}+|PF_{2}|^{2}-2|PF_{1}|\cdot|PF_{2}|\cos\frac{\pi}{3}即4c^{2}=(a_{1}+a_{2})^{2}+(a_{1}-a_{2})^{2}-2(a_{1}+a_{2})(a_{1}-a_{2})\cdot\frac{1}{2}}即4c^{2}=2(a_{1}^{2}+a_{2}^{2})-(a_{1}^{2}-a_{2}^{2})=a_{1}^{2}+3a_{2}^{2},即4=\frac{a_{1}^{2}}{c^{2}}+\frac{3a_{2}}{c^{2}},所以,\frac即4c^{2}=(a_{1}+a_{2})^{2}+(a_{1}-a_{2})^{2}-2(a_{1}+a_{2})(a_{1}-a_{2}).因为椭圆的离心率e_{1}=\frac{\sqrt{3}}{2},所以双曲线的离心率e_{2}=\frac{3\sqrt{2}}{4}

[6333] 因为椭圆\frac{x^{2}}{27}+\frac{y^{2}}{36}=1的焦点为(0,3)或(0,-3),所以设双曲线的方程为\frac{y^{2}}{a^{2}}-\frac{x^{2}}{b^{2}}=1(a>0,b>0),由题意得\begin{cases}\frac{16}{a^{2}}-\frac{15}{b^{2}}=1\\a2+b^{2}=9\end{cases},解得\begin{cases}a=2\\b=\sqrt{5}\end{cases},所以\frac{y^{2}}{4}-\frac{x^{2}}{5}=1

[6334] 令x^{2}-\frac{y^{2}}{3}=0,解得:y=\pm\sqrt{3}x即双曲线C:x^{2}-\frac{y^{2}}{3}=1的渐近线方程是y=\pm\sqrt{3}x

[6335] 由方程可知a^{2}=4\therefore2a=4\therefore|PF_{1}-PF_{2}|=2a=4\thereforePF_{2}=7

[6336] 由题意F(0,1),设P(x_{0},\frac{1}{4}x_{0}^{2}),因为y=\frac{1}{2}x,所以切线方程为y-\frac{1}{4}x_{0}^{2}=\frac{1}{2}x_{0}(x-x_{0})代入(0,-1)得x_{0}=\pm2,所以P(2,1)或P(-2,1),从而PF\botFQ,所以AFPQ外接圆以PQ为直径,所以(x-1)^{2}+y2=2或(x+1)^{2}+y2=2.

[6338] 由条件得F_{1}(-\sqrt{2},0),F_{2}(\sqrt{2},0),设PF_{1}的中点为M,由题意得MO/\!/PF_{2},因此PF_{2}\botx轴在方程\frac{x^{2}}{4}+\frac{y^{2}}{2}=1中,令x=\sqrt{2},可得y^{2}=1,\therefore|PF_{2}|=1.\therefore|PF_{1}|=4-|PF_{2}|=3.答案:3

[6340] 设PF_{1}=s,PF_{2}=t,由椭圆的定义可得s+t=2a,由双曲线的定义可得s-t=2a_{1},利用勾股定理和离心率公式得到4=\frac{2}{e_{1}}+\frac{2}{e_{2}},化简计算即可得出结论.不妨设P在第一象限,再设PF_{1}=s,PF_{2}=t,由椭圆的定义可得s+t=2a,由双曲线的定义可得s\cdott=2a_{1},解得s=a+a_{1},t=a\cdota_{1}由\angleF_{1}PF_{2}=\frac{\pi}{2},在三角形F_{1}PF_{2}中,利用勾股定理可得4c^{2}=s^{2}+t^{2}=(a+a_{1})^{2}+(a-a_{1})^{2}=2a^{2}+2a_{1}2\therefore4=\frac{2}{e_{1}^{2}}+\frac{2}{e_{2}^{2}},化简\frac{1}{e_{1}2}+\frac{1}{2_{2}}=\frac{2}{e_{2}e_{2}2}=2,又由e_{1}e_{2}=2所以e_{1}2+e_{2}^{2}=2e_{1}2e_{2}^{2}=8.

[6341] 因为双曲线的渐近线是y=\pm\frac{b}{a}x,所以圆心C(\sqrt{2},0)到渐近线的距离d=\frac{|\sqrt{2}b|}{\sqrt{a^{2}+b^{2}}}=\frac{\sqrt{2}b}{c}=1,即2b^{2}=c^{2}\Rightarrow2c^{2}-2a^{2}=c^{2},解之得e=\sqrt{2},应填答案\sqrt{2}

[6344] 双曲线\frac{x^{2}}{4}-\frac{y^{2}}{12}=1的渐近线方程为\frac{x^{2}}{4}-\frac{y^{2}}{12}=0,化简得y=\pm\sqrt{3}x

[6345] 设双曲线的右焦点为F_{2},连接BF_{2},|F_{1}A|=|AB|,可得A为F_{1}B的中点.即有BF_{2}\botx轴,由题意可得\tan\angleBF_{1}F_{2}=\frac{BF_{2}}{F_{2}F_{1}}=\sqrt{2},即有|BF_{2}|=2\sqrt{2}c可得|BF_{1}|=\sqrt{8c^{2}+}4c^{2}=2\sqrt{3}c,由双曲线的定义可得|BF_{1}|-BF_{2}|=2\sqrt{3}c-2\sqrt{2}c=2a.\frac{1}{3}-\sqrt{2}=\sqrt{3}+\sqrt{2}

[6346] 因为双曲线的渐近线方程为bx\pm2y=0,结合已知条件可得b=3,故焦距为2c=2\sqrt{a^{2+b^{2}}=2\sqrt{3^{2}+4}=2\sqrt{13}

[6347] 设直线y=x-1交抛物线y^{2}=4x于点A(x_{1},y_{1})、B(x_{2},y_{2})抛物线y^{2}=4x的焦点为F(1,0),而直线y=x-1过点F联立\begin{cases}y=x-1\\y2=4x\end{cases},消去y可得x^{2}-6x+1=0,4=36-4>0,所以,x_{1}+x_{2}=6,由抛物线的焦点弦长公式可得|AB|=x_{1}+x_{2}+2=8

[6349] 由双曲线的性质知,F_{1}F_{2}=2\sqrt{17},PF_{1}-PF_{2}=QF_{1}-QF_{2}=6,因\angleF_{1}PQ=90^{\circ},故PF_{1}^{2}+PF_{2}2=F_{1}F_{2},因此PF_{1}+PF_{2}=\sqrt{2(PF_{1}2+PF_{2}2)^{2}-(PF_{1}-PF_{2})^{2}}=\sqrt{2\times4\times17-6^{2}}=10,从而直角三角形AF_{1}PQ的内切圆半径是r=\frac{1}{2}(F_{1}P+PQ-F_{1}Q)=\frac{1}{2}(F_{1}P+PF_{2})-\frac{1}{2}(QF_{1}-QF_{2})=5-3=2,故填2.

[6351] 先求得抛物线的焦点坐标和准线方程,然后根据抛物焦点到准线的距离为p求解抛物线x^{2}=ay(a>0)的焦点为(0,\frac{a}{4}),准线方程为:y=-\frac{a}{4}因为抛物线x^{2}=ay(a>0)的焦点到准线的距离为\frac{5}{2}所以\frac{a}{4}\times2=\frac{5}{2},解得a=5,

[6352] 先根据双曲线的方程表示出左焦点坐标,再由抛物线的方程表示出准线方程,最后根据双曲线\frac{x^{2}}{3}-\frac{16y^{2}}{p^{2}}=1的左焦点在抛物线y^{2}=2px的准线上可得到关系式-\sqrt{3+\frac{p^{2}}{16}}=-\frac{p}{2},求出p的值羊解]双曲线的左焦点坐标为:(-\sqrt{3+\frac{p^{2}}{16}},0),抛物线y^{2}=2px的准线方程为x=-\frac{p}{2},inastarrow-\sqrt{3+\frac{p^{2}}{16}}=-\frac{p}{2}解得:p=4,

[6355] 设P(x,y),B(m,0),则中点E坐标为E(\frac{x+m}{2},\frac{y}{2}),由\frac{x+m}{2}=0得m=-x,即E(0,又AE\botPB,若x\neq0,则_{k_{AE}}\cdotk_{PB}=\frac{\frac{y}{2}}{0-1}\times\frac{y}{2x}即y^{2}=4x若x=0,则m=0,P,B重合,直线PB不存在所以轨迹方程是y^{2}=4x(x\neq0)

[6356] 解法一:设AC=x,由\frac{CA}{CB}=\frac{1}{2},得BC=2x.由余弦定理,得\cosA=\frac{x^{2}+3^{2}-(2x)^{2}}{2\times3x}=\frac{3}{}所以\sinA=\sqrt{1-\cos^{2}A}=\sqrt{1-(}\frac{3-x^{2}}{2x})^{2}所以S_{\triangleABC}=\frac{1}{2}AC\cdotAB\sinA=\frac{3x}{2}\cdot\sqrt{1-(\frac{3-x^{2})^{2}}{2x}}=\frac{3}{2}\cdot\sqrt{x^{2}-(\frac{3-x^{2})^{2}}{2}}=\frac{3}{2}\cdot\sqrt{-\frac{1}{4}x4+\frac{5}{2}x^{2}-\frac{9}{4}}=\frac{3}{2}\cdot\sqrt{-\frac{1}{4}(x^{2}-5)^{2}+4}由\begin{cases}2x+x>3,\\2x-x<3,\end{cases}得1<x<3.所以当x^{2}=5时,\triangleABC面积的最大值为3法二:以A为原点,以AB所在的直线为x轴,建立如图所示的平面直角坐标系,则A(0,0),B(3,0)设C(x,y).由\frac{|CA|}{|CB|}=\frac{1}{2},得\frac{\sqrt{x^{2}+y^{2}}}{\sqrt{(x-3)^{2}+y^{2}}}=\frac{1}{2}即(x+1)^{2}+y^{2}=4.所以点C的轨迹是圆心为M(-1,0),半径为2的圆(不含与AB共线的两点)所以S_{\triangleABC}=\frac{1}{2}AB\cdot|y_{c}|=\frac{3}{2}|y_{c}|\leqslant3.即\triangleABC面积的最大值为3

[6357] C_{1}的方程为\frac{x^{2}}{4}-y^{2}=1,-条渐近线的方程为y=\frac{x}{2},因为C_{2}的一条渐近线的斜率是C_{1}的一条渐近线的斜率的2倍.所以C_{2}的一条渐近线的方程为y=x因为双曲线C_{1}C_{2}的顶点重合,所以C_{2}的方程为\frac{x^{2}}{4}-\frac{y^{2}}{4}=1.

[6359] \because双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a,b>0)的一条渐近线方程为\sqrt{3}x+3y=0,\therefore\frac{b}{a}=\frac{\sqrt{3}}{3},即b=\frac{\sqrt{3}}{3}a\thereforec=\sqrt{a^{2+b^{2}}}=\frac{2\sqrt{3}}{3}a\therefore双曲线的离心率是_{e}=\frac{c}{a}=\frac{2\sqrt{3}}{3}

[6360] 因为\frac{x2}{3-k}+\frac{y^{2}}{k^{2}+k}=1表示=_{1}表示椭圆,所以(3-\frac{1}{2})解得\begin{cases}-2\\x\neq\frac{1}{7}\end{cases}k的取值范围是(-2,\frac{1}{2})\cup(\frac{1}{2},3),故答案)\underline{1}U(\frac{1}{2},3)与睛)本题主要老杳相标准方程,解答过程注意排除方程表示圆的情况,属于基础题

[6361] 设A(x_{1},y_{1}),B(x_{2},y_{2}),则有y_{1}=2px_{1},y_{2}=2px_{2},两式相减得:(y_{1}-y_{2})(y_{1}+y_{2})=2p(x_{1}-x_{2}),又因为直线的斜率为1,所以\frac{y_{1}-y_{2}}{x_{1}-x_{2}}=1^{'}所以有y_{1}+y_{2}=2p,又线段AB的中点的纵坐标为1.即y_{1}+y_{2}=2,所以p=1,所以抛物线的准线方程为x=-\frac{1}{2}

[6362] 因为|PF_{1}|=2|PF_{2}|,|PF_{1}|+2|PF_{2}|=2a,所以|PF_{1}|=\frac{2a}{3},又a-c\leqslant|PF_{1}|\leqslanta+c,故a-c\leqslant\frac{2a}{3}\leqslanta+c,所以\frac{c}{a}\geqslant\frac{1}{3},即离心率的取值范围是[\frac{1}{3},1),故填\frac{1}{3},1

[6363] 设A(x_{1},y_{1}),B(x_{2},y_{2}),E(x_{0},y_{0}),因为直线AB斜率存在,故x_{1}\neqx_{2}由已知可得\begin{cases}\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1\\\frac{x^{2}}{a^{2}}+\frac{y^{2}}{\frac{2}{2}}=1\end{cases},两式相减可得\frac{(x_{1}-x_{2})(x_{1}+x_{2})}{a^{2}}+\frac{(y_{1}-y_{2})(y_{1}+y_{2})}{b^{2}}=0,又x_{1}+x_{2}=2x_{0}^{'}y_{1}+y_{2}=2y_{0}所以\frac{b^{2}}{a^{2}}+\frac{y_{1}-y_{2}}{x_{1}}\cdot\frac{y_{0}}{x_{0}}=0,所以\frac{a^{2}}{a^{2}}+k_{AB}\cdotk_{OE}=0,又k_{AB}\cdotk_{OE}=-\frac{1}{2},所以\frac{a}{a^{2}}=\frac{1}{2},故\frac{a^{2}-c^{2}}{a^{2}}=\frac{1}{2},即\frac{c^{2}}{a^{2}}=\frac{1}{2},所以椭圆的离心率e=\frac{\sqrt{2}}{2}

[6364] \frac{x^{2}}{2}-\frac{y^{2}}{2}=-3,化简得\frac{y2}{6}-\frac{x^{2}}{6}=1,其渐近线方程为y=\pmx

[6365] 由已知可得b=1,\frac{2b^{2}}{a}=1'计算可求得a,b即可得出结果因为椭圆\frac{y^{2}}{a^{2}}+\frac{x^{2}}{b^{2}}=1的右顶点为A(1,0),所以b=1,焦点坐标为(0,c),因为过焦点且垂直于长轴的弦长为1,所以\frac{2b^{2}}{a}=1'a=2,所以椭圆方程为\frac{y^{2}}{4}+x^{2}=1.

[6366] 双曲线\frac{x^{2}}{16}-\frac{y^{2}}{9}=1的焦点为(-5,0),(5,0),所以焦距为10.

[6368] 设椭圆的方程为\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0),由题意可得e=\frac{c}{a}=\frac{\sqrt{7}}{4},\sqrt{c^{2}+b^{2}}=a=4,a^{2}=b^{2}+c^{2},可得a=4,c=\sqrt{7},b=3,则椭圆的标准方程为\frac{x^{2}}{16}+\frac{y^{2}}{9}=1

[6369] 设双曲线的左焦点为F,由双曲线Cx^{2}-\frac{y^{2}}{8}=1得a=1,b=2\sqrt{2},c=3,即有F(3,0)F(-3,0),所以|AF|=\sqrt{(3-0)^{2}+(0-\frac{36}{5})^{2}}=\sqrt{\frac{1521}{25}}=\frac{39}{5}是定值,由双曲线的定义可得|PF|-|PF|=2a=2,得|PA|+|PF|=|PA|+|PF|+2,而\trianglePFA周长为|PA|+|PF|+|AF|.所以当P在左支上运动到A,P,F共线时,|PA|+|PF|取得最小值|AF|则有\triangleAPF周长取得最小值,直线AF的方程为\frac{x}{-3}+\frac{y}{\frac{36}{5}}=1,即12x-5y+36=0,与双曲线方程联立,\begin{cases}12x-5y+36=0\\x2-\frac{y^{2}}{8}=1\end{cases},解得点P的坐标为(-\frac{11}{7},\frac{24}{7})

[6370] 分析:根据题意,将抛物线的方程转化为标准方程,进而求出其焦点坐标和准线方程,据此计算焦点到准线的距离即可得答案.详根据题意,抛物线y=\sqrt{2}x^{2}的标准方程为x^{2}=\frac{\sqrt{2}}{2}y其焦点坐标为(0,\frac{\sqrt{2}}{8}),准线方程为y=-\frac{\sqrt{2}}{8}.则具焦点到准线的距离为\underline{\sqrt{2}},

[6371] 因为抛物线y=ax2的焦点在纵轴上,而直线x+y-1=0与纵轴的交点的坐标为(0,1),因此抛物线准线方程是y=-1.睛)本题考查了抛物线准线方程,正确求出直线与纵轴的交点坐标是解题的关键

[6372] 因为双曲线C的渐近线方程为y=\pm\sqrt{3}x,所以可设C:y^{2}-(\sqrt{3}x)^{2}=\lambda(\lambda\neq0),即y^{2}-3x^{2}=\lambda(\lambda\neq0).因为双曲线C过点(\sqrt{2},3),所以3^{2}-3\times(\sqrt{2})^{2}=\lambda,解得\lambda=3,所以双曲线C的标准方程为\frac{y^{2}}{3}-x^{2}=1,其离心率e=\sqrt{\frac{3+1}{3}}=\frac{2\sqrt{3}}{3}.

[6373] 如图则|AF|=\frac{|bc|}{\sqrt{b^{2}++(-a)^{2}}}=b,所以|OA|=a所以S_{\triangleAFO}=\frac{1}{2}ab=\sqrt{5}\Rightarrowab=2\sqrt{5}\textcircled{1}又e=\frac{c}{a}=\frac{3\sqrt{5}}{5}\textcircled{2},c^{2}=a^{2}+b^{2}\textcircled{3}所以由\textcircled{1}\textcircled{2}\textcircled{2}得:a=\sqrt{5},b=2故双曲线方程为:\frac{x^{2}}{5}-\frac{y^{2}}{4}=1

[6375] 设倾斜角为\theta,则\cos\theta=\frac{MF-FN}{MN}=\frac{1}{3}\therefore\tan\theta=2\sqrt{2}

[6376] 由双曲线方程可知渐近线方程为y=\pmbx,所以b=2.

[6379] 利用双曲线的离心率计算公式e=\frac{c}{a}=\sqrt{1+\frac{b^{2}}{a}^{2}}即可得出.\because双曲线\frac{x^{2}}{16}-\frac{y^{2}}{m}=1可得a^{2}=16,b^{2}=m,又离心率为\frac{5}{4},则e=\frac{c}{a}=\sqrt{1+\frac{b^{2}}{2}}=\sqrt{1+\frac{m}{16}}=\frac{5}{4},解得m=9.

[6380] \triangleMAF的周长为|MA|+|MF|+|AF|,其中|AF|=4\sqrt{2}为定值,所以即求|MA|+|MF|,利用定义可得|MF|=|MF|+4\sqrt{2},所以周长为|MA|+|MF|+8\sqrt{2},作图当M、A、F三点共线时周长最短,利用面积分割求得面积.如图,设双曲线C的右焦点为F.由题意可得a=2\sqrt{2},F(-4,0),F(4,0).因为点M在右支上,所以|MF|-|MF|=2a=4\sqrt{2},所以|MF|=|MF|+4\sqrt{2},则\triangleMAF的周长为|MA|+|MF|+|AF|=|MA|+|MF|+8\sqrt{2}\geqslant|AF|+8\sqrt{2}=12\sqrt{2}即当M在M处时,\triangleMAF的周长最小,此时直线AF的方程为y=-x+4联立\begin{cases}y=-x+4\\\frac{x^{2}}{8}-\frac{y^{2}}{8}=1\end{cases},整理得y-1=0,则y_{M}=1,故\triangleMAF的面积为\frac{1}{2}|FF'||OA|-\frac{1}{2}|FF||y_{M}|=\frac{1}{2}\times8\times(4-1)=12

[6381] 因为渐近线方程为y=2x,故可得\frac{b}{a}=2^{i}因为虚轴长为2,故可得2b=2;又因为a^{2}+b^{2}=c^{2};解得a=\frac{1}{2},b=1,c=\frac{\sqrt{5}}{2}则焦点坐标为\pm\frac{\sqrt{5}}{2},0

[6383] 由抛物线方程,可知准线方程为x=1,设圆心坐标为(1,b),由题+(1-b)^{2}=\frac{|1-b-2|}{\sqrt{2}},解得b=3,r=2\sqrt{2}所以圆的标准方程为(x-1)^{2}+(y-3)^{2}=8

[6384] 不妨设\frac{y^{2}}{4}-x^{2}=\lambda(\lambda\neq0),因为过(\sqrt{3},4),故\frac{4^{2}}{4}-(\sqrt{3})^{2}=\lambda,故\lambda=1,所以双曲线的方程为\frac{y^{2}}{4}-x^{2}=1,填\frac{y^{2}}{4}-x^{2}=1

[6385] (分析)由抛物线的方程求出其准线方程,再由点P(t,1)在抛物线上以及点P(t,1)到准线的距离为2,列方程组即可求解.由x^{2}=2py(p>0)可得准线方程为y=-\frac{p}{2},因为点P(t,1)在抛物线上以及到准线的距离为2,所以\begin{cases}1-(-\frac{p}{2})=2\\t^{2}=2p(p>0)\end{cases},解得:\begin{cases}p=2\\t=\pm2\end{cases}

[6389] 由题意知A(0,1),F_{1}(-1,0),F_{2}(1,0),直线AF_{1}的方程为y=x+1联立方程组\begin{cases}\frac{x^{2}}{2}+y^{2}=1\\y=x+1\end{cases}解得\begin{cases}x=0\\y=1\end{cases},或\begin{cases}x=-\frac{4}{3}\\y=-\frac{1}{2}\end{cases}即B(-\frac{4}{3},-\frac{1}{3})所以S_{\triangleABF}=\frac{1}{2}\times2\times(1+\frac{1}{3})=\frac{4}{3}.为答安为.

[6390] 设点M(x,y),根据k_{MA}\cdotk_{MB}=3可求出点M的轨迹方程,再由直线l与点M的轨迹有公共点.联立直线l与点M的轨迹方程,由A\geqslant0可得出关于m的不等式,由此可求得实数m的取值范围设点M(x,y),由k_{MA}\cdotk_{MB}=3可得\frac{y}{x+1}\cdot\frac{y}{x-1}=3,化简可得y^{2}=3x^{2}-3(x\neq\pm1)由题意可知,直线l与曲线y^{2}=3x^{2}-3(x\neq\pm1)有公共点联立\begin{cases}x-my+\sqrt{3}m=0\\y2=3x^{2}-3\end{cases},消去x可得(3m^{2}-1)y^{2}-6\sqrt{3}m^{2}y+9m^{2}-3=0,\textcircled{1}当3m^{2}-1=0时,可得m^{2}=\frac{1}{3},此时方程\textcircled{1}为-2\sqrt{3}y=0,解得y=0,不合乎题意当3m^{2}-1\neq0时,A=108m^{4}-4(3m^{2}-1)(9m^{2}-3)\geqslant0,化简得6m^{2}-1\geqslant0,得m^{2}\geqslant\frac{1}{6}且m^{2}\neq\frac{1}{3},解得m\in(-。(),-----

[6391] 由题意知,F_{1}(-c,0),双曲线的渐近线方程为y=\pm\frac{b}{a}x不妨取直线PF_{1}的方程为y=-\frac{b}{a}(x+c)'联立\begin{cases}y=-\frac{b}{a}(x+c)\\\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1\end{cases},解得x=-\frac{a^{2}+c^{2}}{2c},y=-\frac{b(c^{2}-a^{2})}{2ac},即P(-\frac{a^{2}+c^{2}}{2c},-\frac{b(c^{2}-a^{2})}{2ac}取PF_{1}中点M,连接OM,则M(-\frac{a^{2}+3c^{2}}{4c},-\frac{b(c^{2}-a^{2})}{4ac})\because|PO|=|F_{1}O|,\thereforeOM\botPF_{1},\frac{-\frac{b(c^{2}-a^{2})}{4ac}}{-\frac{a^{2+3c^{2}}}{a}}.(-\frac{b}{a})=-1,化简得c=\sqrt{5}a,即离心率为e=\frac{c}{a}=\sqrt{5}

[6392] 设P(\frac{p}{2}-t,t)代入抛物线得t^{2}+2pt-p^{2}=0\Rightarrowt=-p-\sqrt{2}p\RightarrowP(\frac{3}{2}p+\sqrt{2}p,-p-\sqrt{2}p)代入双曲线得p=2

[6393] 抛物线x^{2}=4y的焦点为(0,1),准线方程为y=-1,由题意抛物线x^{2}=4y上有点P(m,n)到其焦点的距离为3,结合抛物线的定义可得,n+1=3,解得n=2.

[6394] 根据椭圆的定义可转化|AM|+|MF|+|AF|=3a+|AM|-|MF|,利用平面几何性质求最大值建立a,b关系,即可求解离心率.设F是椭圆的左焦点,\becauseA(0,b).\therefore|AF|=|AF|=a,AAMF的周长为|AM|+|MF|+|AF|=3a+|AM|-|MF|,\therefore当A,F,M三点共线时,(|AM|-|MF|)_{\max}=|AF|=a,\thereforeAAMF的周长的最大值为4a=6b,\therefore4a^{2}=9b^{2}=9(a^{2}-c^{2}),\therefore\frac{c^{2}}{a^{2}}=\frac{5}{9}\thereforee=\frac{\sqrt{5}}{3}

[6395] 根据题意可设双曲线的标准方程为\frac{x^{2}}{4}-\frac{y^{2}}{5}=\lambda(\lambda\neq0),然后将点(2,2\sqrt{5})的坐标代入双曲线C的方程,求出\lambda的值,即可求得双曲线C的方程.解】由题意可知,双曲线C的一条渐近线方程为\frac{x}{2}-\frac{y}{\sqrt{5}}=0设双曲线C的方程为\frac{x^{2}}{4}-\frac{y^{2}}{5}=\lambda(\lambda\neq0),将点(2,2\sqrt{5})的坐标代入双曲线C的方程得_{\lambda}=\frac{2^{2}}{4}-\frac{(2\sqrt{5})^{2}}{5}=-3所以,双曲线C的方程为\frac{x^{2}}{4}-\frac{y^{2}}{5}=-3,即为\frac{y^{2}}{15}-\frac{x^{2}}{12}=1.

[6396] 由题意可得点Q在抛物线的内部,过Q向准线作垂线,垂足为N,交抛物线于P点,设抛物线的焦点为F(1,0),准线方程为x=-1,则|PQ|+|PF|=|PQ|+|PN|\geqslant|QN|,当且仅当P,Q,N三点共线时,取等号,即点P到点Q(2,-2)的距离与点P到抛物线焦点距离之和取得最小,所以P的纵坐标为-2,将y=-2代入抛物线的方程,可得4=4x_{P},所以P的坐标为(1,-2),

