# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[2]~[2520]）
# 格式：[样本ID] 推理过程

[1375] 设M(x_{0},y_{0}),A点坐标为(x_{1},y_{1}),B点坐标为(x_{2},y_{2})因为|MA|^{2}+|OA|^{2}=|OM|^{2},|MB|^{2}+|OB|^{2}=|OM|^{2}所以化简可得\begin{cases}x_{1}x_{0}+y_{1}y_{0}=2\\x_{2}x_{0}+y_{2}y_{0}=2\end{cases},所以x_{1},x_{2}是方程x_{0}x+y_{0}y=2的两个解,所以直线AB的方程为x_{0}x+y_{0}y=2,所以P(-\frac{2}{x_{0}},0),Q(0,-\frac{2}{y_{0}})且\frac{x_{0}2}{9}+\frac{y_{0}2}{4}=1所以\trianglePOQ的面积S=\frac{|-\frac{2}{x_{0}}|\cdot|-\frac{2}{y_{0}}|}{2}=\frac{2}{|x_{0}y_{0}|},且1=\frac{x_{0}}{9}+\frac{y_{0}2}{4}\geqslant2\sqrt{\frac{x_{0}^{2}}{9}\cdot\frac{y_{0}2}{4}}=\frac{|x_{0}y_{0}|}{3}所以|x_{0}y_{0}|\leqslant3,所以\frac{2}{|x_{0}y_{0}|}\geqslant\frac{2}{3},取等号时|\frac{x_{0}}{3}|=|\frac{y_{0}}{2}|,即\begin{cases}x_{0}=\pm\frac{3\sqrt{2}}{2}\\y_{0}=\pm\sqrt{2}\end{cases}或\begin{cases}x_{0}=\pm\frac{3\sqrt{2}}{2}\\y_{0}=\frac{2}{4}\end{cases}综上可知:\trianglePOQ面积的最小值为\frac{2}{3}

[1378] 对抛物线C:y^{2}=2x,其焦点为F(\frac{1}{2},0),令x=\frac{1}{2},可得y=\pm1,故|AB|=2则所求圆的半径r=1,又圆心F到y轴的距离为\frac{1}{2},故以线段AB为直径的圆被y轴所截得的弦长为2\sqrt{r2-d^{2}}=2\sqrt{1-\frac{1}{4}}=\sqrt{3}

[1380] 解析过程略

[1383] 由焦距以及Q在椭圆上可求椭圆方程,得到F_{1}坐标,令P(x_{y})结合向量数量积的坐标表示有由题意得:c=2,\begin{cases}2\\\frac{\sqrt{2}}{2}+\frac{2}{b^{2}}=1\\a=b^{2}+c\end{cases},解得a^{2}=8,b^{2}=4,求\overrightarrow{PQ}\cdot\overrightarrow{PF},的最大值.\therefore椭圆的方程为\frac{x^{2}}{8}+\frac{y^{2}}{4}=1,即有5F_{1}(-2,0),设P(x,y),可得:x^{2}=8-2y^{2},则\overrightarrow{PQ}\cdot\overrightarrow{PF}_{1}=(2-x,\sqrt{2}-y)(-2-x,-y)=x^{2}-4+y^{2}-\sqrt{2}y=-(y+\frac{\sqrt{2}}{2})^{2}+\frac{9}{2},当且仅当y=-\frac{\sqrt{2}}{2}\in[-2,2]时,\overrightarrow{PQ}\cdot\overrightarrow{PF}_{1}的最大值为\frac{9}{2}.

[1384] 设PF_{2}=m,根据直角三角形中30^{\circ}角所对的边等于斜边的一半以及勾股定理,得出PF_{1},PF_{2}.F_{1}F_{2},根据椭圆的定义以及离心率公式求解即可.在RtAPF_{2}F_{1}中,设PF_{2}=m,因为\anglePF_{1}F_{2}=30^{\circ},所以PF_{1}=2m,F_{1}F_{2}=\sqrt{(2m)^{2}-m^{2}}=\sqrt{3}m故_{e}=\frac{2c}{2a}=\frac{F_{1}F_{2}}{PF_{1}+PF_{2}}=\frac{\sqrt{3}}{3}

[1386] 设双曲线方程为x^{2}-\frac{y^{2}}{4}=k,k\neq0,\because双曲线过点(2,2),\therefore2^{2}-\frac{2^{2}}{4}=k\thereforek=3,故所求双曲线方程为:x2-\frac{y^{2}}{4}=3,即\frac{x^{2}}{3}-\frac{y^{2}}{12}=1

[1388] 联立\begin{cases}y=kx-4\\y^{2}=8x\end{cases},消x得ky^{2}-8y-32=0,当k=0时,-8y-32=0,解得y=-4,此时直线y=kx-4与抛物线y^{2}=8x有且只有一个公共点,符合题意当k\neq0时,则\triangle=64+128k=0,解得k=-\frac{1}{2}.综上所述k=0或-\frac{1}{2},所以满足条件的实数k的值组成集合为{0,-\frac{1}{2}}故答案:0,-\frac{1}{2}

[1389] 由题意得,顶点坐标为(\pm\sqrt{2},0),渐近线方程为y=\pm\sqrt{2}x,则顶点坐标为(\pm\sqrt{2},0)的距离为d=\frac{2\sqrt{3}}{3}

[1390] 椭圆的右顶点为(a,0),所以直线方程为y-0=\sqrt{3}(x-a)\therefore\sqrt{3}x-y-\sqrt{3}a=0,直线与圆相切,所以有\frac{|-\sqrt{3}a|}{2}=b\therefore3a^{2}=4b^{2}=4a^{2}-4c^{2}\thereforee=\frac{c}{a}=\frac{1}{2}

[1392] 由题意可知,如图所示根据抛物线线的定义,得|AF|=|AB|,\because|PF|=2|AF|\therefore|PF|=2|AF|=2|AB|=4P,解得|AB|=2p设A(x_{0},y_{0}),则|AB|=2p,x_{0}+\frac{p}{2}=2p,解得x_{0}=\frac{3p}{2}因为A(x_{0},y_{0})在抛物线y^{2}=2px上,所以y_{0}^{2}=2px_{0},解得y_{0}=\sqrt{3}p\becauseAB//x轴,|PF|=2|AB|,\therefore\frac{|PF|}{|AB|}=\frac{|EF|}{|AE|}=2,即|EF|=2|AE|\cdot因为\trianglePAE的面积为6\sqrt{3}所以\frac{1}{3}S_{\triangleAPF}=S_{\triangleAPE},即\frac{1}{3}\times\frac{1}{2}\times4p\times\sqrt{3}p=6\sqrt{3},解得p=3.所以p的值为3.

[1393] 抛物线准线为l:y=-1,|MA|+|MF|=MA+d_{A-l}\geqslantd_{C-l}-r=5+1-1=5

[1395] 设P是椭圆\frac{x2}{4}+\frac{y^{2}}{3}=1上的第一象限内的一点,S_{\DeltaPF_{1}F_{2}}=\frac{1}{2}(|PF_{1}|+|PF_{2}|+|F_{1}F_{2}|)\cdot\frac{1}{2}=\frac{2}{3}=\frac{1}{2}y_{P}=y_{P}\cdot所以y_{P}=\frac{3}{2}.\overrightarrow{PF}_{1}\cdot\overrightarrow{PF_{2}}=(-1-x_{p},-y_{p}).(1-x_{P},-y_{P})=x_{p}2-1+y_{p}2,再由椭圆进行换元,最终根据椭圆的有界性得到结果羊解】椭圆\frac{x2}{4}+\frac{y^{2}}{3}=1的a=2,b=\sqrt{3},c=1.根据椭圆的定义可知|PF_{1}|+|PF_{2}|=4,|F_{1}F_{2}|=2,不妨设P是椭圆\frac{x^{2}}{4}+\frac{y^{2}}{3}=1上的第一象限内的一点S_{\DeltaPF_{1}F_{2}}=\frac{1}{2}(|PF_{1}|+|PF_{2}|+|F_{1}F_{2}|)\cdot\frac{1}{2}=\frac{2}{3}=\frac{1}{2}y_{P}=y_{P}.所以y_{P}=\frac{3}{2}则\overrightarrow{PF_{1}}\cdot\overrightarrow{PF_{2}}=(-1-xp_{1}-y_{p}).(1-x_{P},-y_{P})=x_{p}2-1+y_{p^{2}}=4(1-\frac{y_{0}^{2}}{3})-1+y_{p}^{2}=3-\frac{y_{P}^{2}}{2}=\frac{9}{4}

[1396] 斜率为\frac{\sqrt{3}}{3}的直线l过抛物线C:y^{2}=2px(p>0)的焦点F(\frac{p}{2},0)直线l的方程为y=\frac{\sqrt{3}}{3}(x-\frac{p}{2}),即x-\sqrt{3}y-\frac{p}{2}=0,\because直线l与圆M:(x-2)^{2}+y^{2}=4相切,圆心为(2,0),半径为2,\therefore\frac{|2-\frac{p}{2}|}{\sqrt{3+1}}=2,解得p=12或p=-4(舍去)

[1397] 由题意可知抛物线的焦点在x轴上,且p>0,因为抛物线y^{2}=2px上一点Q(1,m)到抛物线焦点的距离为5所以根据焦半径公式,得1+\frac{p}{2}=5,所以p=8,即y^{2}=16x.因为点Q(1,m)到抛物线上,所以m^{2}=16,所以m=\pm4.

[1398] 不妨将抛物线翻转为x^{2}=4y,设翻转后的直线l的方程为y=kx+1,翻转后的A,B两点的坐标分别为(x_{1},y_{1}),(x_{2},y_{2}),则联立\begin{cases}x^{2}=4y,\\y=kx+1\end{cases}得x^{2}-4kx-4=0\textcircled{1},易得抛物线x^{2}=4y在点A处的切.联立\begin{cases}y-\frac{1}{4}x^{2}=\frac{1}{2}x_{1}(x-x_{1}),\\y-\frac{1}{2}x(x-x),\end{cases}同理可得抛物线x^{2}=4y在点B处的切线方程为y-\frac{1}{4}x_{2}^{2}=\frac{1}{2}x_{1}(x-x_{1}x_{1}x_{2},再由\textcircled{1}可得x_{1}x_{2}=-4,所以y=-1.故原抛物线C相应的点P的轨迹方程为x=

[1399] 由准线方程可判断抛物线开口的方向及p的值,然后确定抛物线的标准方程由抛物线的准线方程是y=1可知,抛物线开口向下,焦点为坐标(0,-1),则抛物线的标准方程为x^{2}=-4y.

[1400] 由双曲线的方程求出F(-c,0),渐近线方程为y=\pm\frac{b}{a}x,利用点到直线的距离公式可得|FH|=b=2,再利用\triangleFOH的面积为3可求出|OH|=3,再由勾股定理可以求出c的值,再利用a^{2}=c^{2}-b^{2}可求出a的值,即可求解.由双曲线的方程可得F(-c,0),渐近线方程为y=\pm\frac{b}{a}x^{,}即bx\pmay=0,所以点F(-c,0)到bx\pmay=0的距离为|FH|=\frac{|-bc|}{\sqrt{a+b^{2}}}=b=2,S_{\DeltaFOH}=\frac{1}{2}\times|FH|\times|OH|=\frac{1}{2}\times2\times|OH|=3,所以|OH|=3,所以|OM|=3,所以a^{2}=c^{2}-b^{2}=13-4=9,所以双曲线E的方程为:\frac{x^{2}}{0}-\frac{y^{2}}{4}=1

[1403] 由已知双曲线的一个焦点是(0,2)可求得m=-1,根据椭圆方程的焦距为4,计算即可求得结果因为双曲线的焦点是(0,2),所以焦点在y轴上,所以双曲线的方程为\frac{y^{2}}{-3m}-\frac{x^{2}}{m}=1即a^{2}=-3m,b^{2}=-m,所以c^{2}=-3m-m=-4m=4,解得m=所以椭圆方程为\frac{y^{2}}{n}+x^{2}=1,且n>0,椭圆的焦距为4,所以c^{2}=n-1=4或1-n=4,解得n=5或-3(舍去).b答家为:5

[1404] 设与x+y-3=0平行的直线l:y=-x+m与C:\frac{x^{2}}{3}+y^{2}=1相切,求解出此时l的方程,则点P到直线x+y-3=0距离的最大值可根据平行直线间的距离公式求解出设与x+y-3=0平行的直线l:y=-x+m(m\neq3),当t与椭圆C相切时有:\begin{cases}y=-x+m\\x^{2}+3y2=3\end{cases},所以4x^{2}-6mx+3m^{2}-3=0,所以A=36m^{2}-16(3m^{2}-3)=0,所以m=\pm2,所以I:x+y-2=0或l:x+y+2=0,取1:x+y+2=0,此时t:x+y+2=0与x+y-3=0的距离为d=\frac{|2-(-3)|}{\sqrt{1+1}}=\frac{5\sqrt{2}}{2},所以点P到直线x+y-3=0距离的最大值为\underline{5\sqrt{2}}

[1405] \because点P(2,2\sqrt{2})为抛物线y^{2}=2px上一点,\therefore(2\sqrt{2})^{2}=2p\times2,解得p=2,\therefore抛物线焦点坐标为(1,0),准线方程为x=-1\therefore点P到抛物线的准线的距离为2-(-1)=3

[1408] 因为方程\frac{x2}{|k|-3}+\frac{y^{2}}{2-k}=-1两边除以-1,方程可化简为\frac{y^{2}}{k-2}-\frac{x^{2}}{k-3}=1,又因为方程表示为焦点在y轴上的双曲线,所以k-2>0,|k|-3>0即k>3,从而方程可表示为:\frac{y^{2}}{k-2}-\frac{x^{2}}{k-3}=1,由于c^{2}=a^{2}+b^{2}=2k-5>1所以半焦距c的取值范围为c>1即c\in(1,+\infty)

[1409] 由双曲线的相关性质可知,双曲线C:\frac{x^{2}}{4}-\frac{y^{2}}{5}=1的焦点为(\pm3,0),顶点为(\pm2,0)所以椭圆的顶点为(\pm3,0),焦点为(\pm2,0),因为b^{2}=a^{2}-c^{2}=5,所以椭圆的方程为\frac{x^{2}}{9}+\frac{y^{2}}{5}=1

[1410] 依题意,p=2,则抛物线C:y^{2}=4x.易知AF\botx轴过点B作BM\botAF,垂足为M则AABM\cong\triangleDAF,则|BM|=|AF|=2,所以点B的横坐标为1+2=3.由抛物线定义得|BF|=3+1=4.

[1412] 双曲线x^{2}-y^{2}=2的标准方程为\frac{x^{2}}{2}-\frac{y^{2}}{2}=1则a^{2}=2,b^{2}=2,则c^{2}=2+2=4,即a=\sqrt{2},c=2,则离心率e=\frac{c}{a}=\frac{2}{\sqrt{2}}=\sqrt{2},

[1413] 由题意可得\triangleBF_{1}F_{2}的外接圆的圆心在线段OB上,|OF_{1}|=c,|MF_{1}|=|BM|=\frac{2b}{3},可得|OM|=\frac{1}{3}b,在\triangleOMF_{1}中,由勾股定理可得:|MF_{1}|^{2}=|OM|^{2}+|OF_{1}|^{2},即(\frac{2b}{3})^{2}=(\frac{b}{3})^{2}+c^{2},结合b^{2}=a^{2}-c2即可求解.由题意可得:\triangleBF_{1}F_{2}的外接圆的圆心在线段OB上,|OF_{1}|=c.设圆心为M,则|OM|=|OB|-|BM|=b-\frac{2}{3}b=\frac{1}{3}b.在\triangleOMF_{1}中,由勾股定理可得:|MF_{1}|^{2}=|OM|^{2}+|OF_{1}|^{2},即(\frac{2b}{3})^{2}=(\frac{b}{3})^{2}+c^{2}所以b^{2}=3c^{2},即a^{2}-c^{2}=3c^{2},所以a=2c,所以e=\frac{c}{a}=\frac{1}{2},

[1414] 设P(x_{0},y_{0}),有\frac{x_{0}2}{a^{2}}+\frac{y_{0}^{2}}{b^{2}}=1,且\frac{c}{a}=\frac{\sqrt{3}}{2},得\frac{b}{a}=k_{AP}k_{BP}=\frac{y_{0}}{x_{0}+a}\cdot\frac{y_{0}}{x_{0}-a}=\frac{y_{0}^{2}}{x_{0}^{2}-a^{2}}=得\frac{b}{a}=\frac{1}{2},

[1415] 设直线AB的方程为:y=kx,A(x_{1},y_{1}),B(-x_{1},-y_{1})由\begin{cases}\frac{x^{2}}{4}+y^{2}=1\\y=kx\end{cases},得(1+4k^{2})x^{2}-4=0所以x_{1}^{2}=\frac{4}{1+4k^{2}},又P(0,1)所以S_{\trianglePAB}=\frac{1}{2}|OP|\times2|x|=\frac{2}{\sqrt{1+4k^{2}}}=\sqrt{2},解得k=\pm\frac{1}{2}

[1418] 直接将方程\frac{y^{2}}{9}-x^{2}=0变形,即可得答案;\because\frac{y^{2}}{9}-x^{2}=0\Rightarrowy=\pm3x,

[1421] 抛物线的焦点为F(\frac{1}{2},0),由于M到抛物线焦点的距离为\frac{3}{2},故M点的横坐标为\frac{3}{2}-\frac{1}{2}=1,代入抛物线方程,解得y=\pm\sqrt{2},不妨设M(1,\sqrt{2}),则三角形MFO的面积为\frac{1}{2}\times\frac{1}{2}\times\sqrt{2}=\frac{\sqrt{2}}{4}

[1422] :整理\sqrt{(x-1)^{2}+y^{2}}=\frac{\sqrt{2}}{2}(2-x)可得:\frac{x^{2}}{2}+y^{2}=1该方程表示椭圆,其焦点坐标为(-1,0),(1,0).由题可设双曲线C的方程为:\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0),且c=1因为点(3,\frac{2\sqrt{39}}{3})在C上,将它代入上式可得:\frac{9}{a^{2}}-\frac{52}{b^{2}}=1又a^{2}+b^{2}=c^{2}=1,解得:a^{2}=\frac{1}{3},b^{2}=\frac{2}{3},所以双曲线C的方程为:3x^{2}-\frac{3}{7}y2=1.

[1423] 由点(2,3)在双曲线C:\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1上,可得\frac{4}{a^{2}}-\frac{9}{b^{2}}=1又由双曲线C的焦距为4,可得c=2,则c^{2}=a^{2}+b^{2}=4,联立方程组,解得a=1,所以双曲线的离心率为e=\frac{c}{a}=2

[1425] 抛物线的标准方程为x^{2}=8y,其焦点坐标为(0,2),它也是双曲线的一个焦点所以c=2,又e=\frac{c}{a}=2,则a=1,b^{2}=c^{2}-a^{2}=3.双曲线方程为y^{2}-\frac{x^{2}}{3}=1

[1427] 首先设A(x_{1},y_{1}),B(x_{2},y_{2}),根据\overrightarrow{AF}=2\overrightarrow{FB},得到y_{1}=-2y_{2},由抛物线焦点弦的性质得到y_{1}y_{2}=-p^{2},解得|y_{2}|=\frac{\sqrt{2}}{2}p,|y_{1}|=\sqrt{2}p'进而解得|BF|=\frac{3}{4}p,|AF|=\frac{3}{2}p,|AB|=\frac{9}{4}p,结合题中所给的条件,利用三角形的面积公式可求得p=2,从而得到抛物线的方程羊解】设A(x_{1},y_{1}),B(x_{2},y_{2}),\overrightarrow{AF}=2\overrightarrow{FB},则y_{1}=-2y_{2},又由抛物线焦点弦性质,y_{1}y_{2}=-p^{2}\frac{所以-2y_{2}^{2}}{1\frac{1}{14F}+\frac{1}{|RF|}}=\frac{p^{2},得|y_{2}|}{2|RF|}=\frac{\sqrt{2}}{2}p,|y_{1}|=\sqrt{2}p'得|BF|=\frac{3}{4}p,|AF|=\frac{3}{2}p,|AB|=\frac{9}{4}pS_{AOAB}=\frac{1}{2}\cdot\frac{p}{2}\cdot(|y_{1}|+|y_{2}|)=\frac{3\sqrt{2}}{8}p^{2}=\frac{\sqrt{2}}{3}\cdot\frac{9}{4}p得p=2,抛物线的标准方程为y^{2}=4x.青】该题考查的是有关圆锥曲线的问题,涉及到的知识点有抛物线方程的求解,抛物线焦点弦的性质,抛物线中三角形的面积,属于简单题目.

[1430] y=\frac{1}{4}x2的焦点(0,1)双曲线的离心率等于3,即\frac{c}{a}=3,c^{2}=a^{2+b^{2}}\frac{c^{2}}{a^{2}}=1+(\frac{b}{a})^{2},\frac{b}{a}=2\sqrt{2}则双曲线的渐近线方程为y=\pm2\sqrt{2}x,焦点(0,1)到双曲线的渐近线距离等于d=\frac{}{1}\frac{1}{\sqrt{1+8}}=\frac{1}{3}.

[1431] 抛物线的焦点为(\frac{1}{4},0),则可设直线AB为:x=ky+\frac{1}{4}(k\neq0)联立y^{2}=x,消x得,y^{2}-ky-\frac{1}{4}=0,设A(x_{1},y_{1}),B(x_{2},y_{2})y_{1}+y_{2}=k,|AB|=x_{1}+x_{2}+\frac{1}{2}=(ky_{1}+\frac{1}{4})+(ky_{2}+\frac{1}{2}=k^{2}+1=2得k=\pm1当k=1时,得\frac{y_{1}+y_{2}}{2}=\frac{1}{2},所以AB中点坐标为(\frac{3}{4},\frac{1}{2}则AB的中垂线方程为y-\frac{1}{2}=-(x-\frac{3}{4}),则与x轴的交点的横坐标为\frac{5}{4}同理,当k=-1时,线段AB的中垂线与x轴交点的横坐标为\frac{5}{4}

[1437] 因为两圆(x+1)^{2}+y^{2}=1和(x-1)^{2}+y^{2}=1的圆心为F_{1}(-1,0),F_{2}(1,0),正好为椭圆的左右焦点,所以PQ+PR\geqslantPF_{1}-r_{1}+PF_{2}-r_{2}=2a-2=4-2=2

[1440] \because双曲线\frac{x^{2}}{6}-\frac{y^{2}}{b^{2}}=1的离心率为\frac{\sqrt{6}}{2},则有\sqrt{\frac{b^{2}+6}{6}}=\frac{\sqrt{6}}{2},解得b^{2}=3.

[1441] 首先求出焦点坐标与准线方程,设直线的方程为y=k(x-\frac{9}{4}),A(x_{1},y_{1}),B(x_{2},y_{2}),联立直线与抛物线方程,即可得到x_{1}+x_{2},再根据焦点弦的性质求出k^{2},根据地对称性不妨取k=\frac{\sqrt{3}}{3},即可求出直线与抛物线的交点坐标,从而得到\tan\angleACF,再根据同角三角函数的基本关系计算可得.解)抛物线y^{2}=9x,焦点为(\frac{9}{4},0),准线为x=-\frac{9}{4},所以C(-\frac{9}{4},0)根据题意可得,过F的直线的斜率存在,设直线的方程为y=k(x-\frac{9}{4}),由\begin{cases}y2=9x\\y=k(x-\frac{9}{4})\end{cases},消去y,得k^{2}x^{2}-(9+\frac{9}{2}k^{2})x+\frac{81}{16}k^{2}=0,设A(x_{1},y_{1}),B(x_{2},y_{2}),则x_{1}+x_{2}=\frac{9}{2}+\frac{9}{k^{2}},又因为弦AB的中点到抛物线的准线的距离为18,所以|AB|=36而|AB|=x_{1}+x_{2}+p_{1}所以x_{1}+x_{2}=36-\frac{9}{2}所以\frac{9}{2}+\frac{9}{k^{2}}=36-\frac{9}{2},解得k^{2}=\frac{1}{3},所以k=\pm\frac{\sqrt{3}}{3},根据对称性不妨取k=\frac{\sqrt{3}}{3}所以\frac{1}{3}x^{2}-\frac{21}{2}x+\frac{27}{16}=0,解得x_{1}=\frac{63+36\sqrt{3}}{4}或x_{2}=\frac{63-36\sqrt{3}}{4},所以y_{1}=\frac{18+9\sqrt{3}}{2}或y_{2}=\frac{9\sqrt{3}-18}{2}若A(\frac{63+36\sqrt{3}}{4},\frac{18+9\sqrt{3}}{2}),所以\tan\angleACF=\frac{18+9\sqrt{3}}{4}+\frac{9}{4}=\frac{1}{2},又\begin{cases}\tan\angleACF=\frac{\sin\angleACF}{\cos\angleACF}=\frac{1}{2}\\\sin^{2}\angleACF+\cos^{2}\angleACF=1\end{cases},解得\cos\angleACF=\frac{2\sqrt{5}}{5};若_{A}(\frac{63-36\sqrt{3}}{4},\frac{9\sqrt{3}-18}{2}),所以\tan\angleACF=\frac{\frac{18-9\sqrt{3}}{2}}{\frac{63-36\sqrt{3}}{4}+\frac{9}{4}}=\frac{1}{2},同理可得\cos\angleACF=\frac{2\sqrt{5}}{5};所以_{\cos\angleACF}=\frac{2\sqrt{5}}{5}

[1442] 由已知可得:2c=2\sqrt{7},所以c=\sqrt{7}又c^{2}=a2-b^{2}=16-m=7,所以m=9,

[1443] 利用椭圆的对称性及\overrightarrow{MA}+\overrightarrow{MB}=2\overrightarrow{MC}可得:点C与原点O重合,设MA=m,利用椭圆定义及|\overrightarrow{MA}|=2|\overrightarrow{MB}|=2|\overrightarrow{MC}|可得:m=\frac{4a}{3},\frac{m}{2}=\frac{2a}{3},再对角B分别在两个三角形中利用余弦定理列方程,整理可得:9c^{2}=6a^{2},问题得解详解]依据题意作出图形如下:因为O为AB的中点,所以\overrightarrow{MA}+\overrightarrow{MB}=2\overrightarrow{MO}又\overrightarrow{MA}+\overrightarrow{MB}=2\overrightarrow{MC},所以C与原点O重合设MA=m,则MB=\frac{m}{2},MO=\frac{m}{2}由椭圆定义可得:MA+MB=m+\frac{m}{2}=2a所以m=\frac{4a}{3},\frac{m}{2}=\frac{2a}{3}在AOBM及AABM中,由余弦定理可得:\cosB=\frac{(\frac{2a}{3})^{2}+(2c)^{2}-(\frac{4a}{3})^{2}}{2\times2c\times\frac{2a}{3}}=\frac{(\frac{2a}{3})^{2}+c^{2}-(\frac{2a}{3})^{2}}{2\timesc\times\frac{2a}{3}}整理得:9c^{2}=6a^{2}所以e=\sqrt{\frac{c^{2}}{a^{2}}}=\sqrt{\frac{6}{9}}=\frac{\sqrt{6}}{3}

[1444] 设两圆圆心为C_{1}(-5,0),C_{2}(5,0),为双曲线左右焦点,因此|PM|-|PN|\leqslant|PC_{1}|+2-(|PC_{2}|-1)=2a+3=2\times3+3=9

[1445] 如图F(1,0),直线l:x=-1分别为抛物线y^{2}=4x的焦点、准线,且PD\botl,设点P到y轴距离为d;由抛物线的性质:PF=PD=d+1,\therefored=PF-1,所以点P到y轴距离与点P到点A(2,3)距离之和为AP+d=AP+PF-1,由两点间线段最短知,即当A,P,F三点共线时,AP+d取得最小值,此时AP+d=AF-1=\sqrt{(2-1)^{2}+(3-0)^{2}}-1=\sqrt{10}-1,故点P到y轴距离

[1446] 由题意知A(t,2\sqrt{t}),B(t,-2\sqrt{t})设C(m,2\sqrt{m})(m\geqslant0),由AC\botBC得\overrightarrow{AC}\cdot\overrightarrow{BC}=0,\therefore(m-t)^{2}+(2\sqrt{m}-2\sqrt{t})(2\sqrt{m}+2\sqrt{t})=m^{2}+(4-2t)m+t^{2}-4t=0解得:m=t(舍)或m=t-4,由m=t-4\geqslant0得t的取值范围为[4,+\infty).

[1447] 抛物线的焦点为F(0,-\frac{1}{2}),则抛物线的标准方程为:x^{2}=-2y因为点P(1,t)在抛物线上,所以1=-2t,解得t=-\frac{1}{2}所以|PF|=|-\frac{1}{2}|+\frac{p}{2}=\frac{1}{2}+\frac{1}{2}=1.

[1448] 由题意知|PF_{1}|+|PF_{2}|=2a,\overrightarrow{PF}与\overrightarrow{PF_{2}}垂直,所以|PF_{1}|^{2}+|PF_{2}|^{2}=|F_{1}F_{2}|^{2}=4c^{2},所以(|PF_{1}|+|PF_{2}|)^{2}-2|PF_{1}||PF_{2}|=4c^{2}.所以2|PF_{1}||PF_{2}|=4a^{2}-4c^{2}=4b^{2}所以|PF_{1}||PF_{2}|=2b^{2}所以S_{\DeltaPF_{1}F_{2}}=\frac{1}{2}|PF_{1}||PF_{2}|=\frac{1}{2}\times2b^{2}=b^{2}=9所以b=3.

[1450] 当t>4时,椭圆\frac{x^{2}}{4}+\frac{y^{2}}{t}=1表示焦点在y轴上的椭圆,则a=\sqrt{t},b=2,c=\sqrt{t-4}由题意可得a-c=\sqrt{t}-\sqrt{t-4}>1,解得4<t<\frac{25}{4};当0<t<4时,椭圆\frac{x^{2}}{4}+\frac{y^{2}}{t}=1表示焦点在x轴上的椭圆,则a=2,b=\sqrt{t},c=\sqrt{4-t}由题意可得a-c=2-\sqrt{t-4}>1,解得3<t<4;综上可知,实数t的取值范围是(3,4)\cup(4,\frac{25}{4}).

[1451] 由题意,c=2,渐近线方程为y=\pm\frac{b}{a}x'\therefore\begin{cases}a2+b^{2}=4\\\frac{2b}{\sqrt{a2+b^{2}}}=1'\end{cases}解得b=1,a=\sqrt{3},\therefore_{e}=\frac{c}{a}=\frac{2\sqrt{3}}{3}.

[1453] 如图所示,抛物线y^{2}=2px(p>0)的焦点为F(\frac{p}{2},0),准线方程为l:x=-\frac{p}{2}过点MB\botl,交y轴于点A,因为抛物线C上的点M到焦点F的距离与到y轴的距离之差为2,即|MF|-|MA|=2,根据抛物线的定义,可得|MF|=|MB|,所以|MF|-|MA|=|MB|-|MA|=|AB|=2即\frac{p}{2}=2,解得p=4.

[1454] 由抛物线C:y^{2}=2x,可知2p=2,则\frac{p}{2}=\frac{1}{2}所以抛物线C:y^{2}=2x的焦点坐标为F(\frac{1}{2},0)如图,过点A作AM垂直于准线交准线于M,过点B作BN垂直于准线交准线于N,过点P作PK垂直于准线交准线于K由抛物线的定义可得|AM|+|BN|=|AF|+|BF|再根据P(4,1)为线段AB的中点,而四边形AMNB为梯形,由梯形的中位线可知\frac{1}{2}(|AM|+|BN|)=|PK|=4+\frac{1}{2}=\frac{9}{2}则AM+|BN|=9,所以|AF|+|BF|=9.

[1456] 本题考查双曲线方程与几何性质.如图,作BD\botx轴,垂足为D,直线y=-\sqrt{3}(x-a)过A(a,0)即过C的右顶点,直线l的倾斜角为\frac{2\pi}{3},则\angleMAO=\angleBAD=\frac{\pi}{3},在Rt\triangleAOM中,|OA|=a,则|AM|=2a,|OM|=\sqrt{3}a,又因为|AB|=2|AM|,\triangleMAO\sim\triangleBAD,所以|AD|=2a.|BD|=2\sqrt{3}a,则B(3a,-2\sqrt{3}a),所以\frac{9a^{2}}{a^{2}}-\frac{12a^{2}}{b^{2}}=1,解得(\frac{b}{a})^{2}=\frac{3}{2},则C的渐近线方程为

[1458] 分析:先利用双曲线的渐近线方程设出双曲线的方程,再利用焦点坐标确定有关系数详将3x\pm4y=0化为\frac{x}{4}\pm\frac{y}{3}=0,设以\frac{x}{4}\pm\frac{y}{3}=0为渐近线的双曲线方程为\frac{x^{2}}{16}-\frac{y^{2}}{9}=\lambda.又因为该双曲线的焦点为(\pm5,0),所以16\lambda+9\lambda=25,解得\lambda=1,即双曲线方程为\frac{x^{2}}{16}-\frac{y^{2}}{9}=1

