# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 ([2]~[7756])
# 格式：[样本ID] 推理过程

[3347] 设出点P,代入双曲线方程求得y_{0}的表达式,根据P,F,O的坐标表示出\overrightarrow{OP}和\overrightarrow{FP},进而求得\overrightarrow{OP}\cdot\overrightarrow{FP}的表达式,利用二次函数的性质求得其最小值,则\overrightarrow{OP}\cdot\overrightarrow{FP}的取值范围可得双曲线方程为\frac{x^{2}}{3}-y^{2}=1因为F(-2,0)是已知双曲线的左焦点设点P(x_{0},y_{0})则有\frac{x_{0}2}{3}-y_{0}=1(x_{0}\geqslant\sqrt{3}),解得y_{0}=\frac{x_{0}}{3}-1(x_{0}\geqslant\sqrt{3})因为\overrightarrow{FP}=(x_{0}+2,y_{0}),\overrightarrow{OP}=(x_{0},y_{0}),所以\overrightarrow{OP}\cdot\overrightarrow{FP}=x_{0}(x_{0}+2)+y_{0}^{2}=x_{0}^{0}(x_{0}+2)+\frac{x_{0}2}{3}-1=\frac{4x_{0}2}{3}+2x_{0}-1此二次函数对应的抛物线的对称轴为x_{0}=-\frac{3}{\frac{3}{2}}因为x_{0}\geqslant\sqrt{3},所以当x_{0}=\sqrt{3}时,\overrightarrow{OP}\cdot\overrightarrow{FP}取得最小值\frac{4}{3}\times3+2\sqrt{3}-1=3+2\sqrt{3}故\overrightarrow{OP}\cdot\overrightarrow{FP}的取值范围是[3+2\sqrt{3},+\infty),

[3348] \because\frac{1}{m}-1=1\thereforem=\frac{1}{2}\because0+(1+1)^{2}=n\thereforen=4,\therefore\frac{n}{m}=8

[3349] 由x=-2y^{2},所以y^{2}=-\frac{1}{2}x,故准线方程为x=\frac{1}{8}

[3350] 设点P的横坐标为x,\because|PF_{1}|=e|PF_{2}|则由椭圆的定义可得e(x+\frac{a^{2}}{c})=e\timese(\frac{a^{2}}{c-a}-x)'\thereforex=\frac{c-a}{e(e+1)},由题意可得-a\leqslant\frac{c-a}{e(e+1)}\leqslanta,\therefore-1\leqslant\frac{e-1}{e(e+1)}\leqslant1\therefore\begin{cases}e-1\geqslante^{2}\\e-1\leqslante^{2}\end{cases}-e\leqslante<]\leqslante^{2}+e则该椭圆的离心马

[3352] 由椭圆的几何性质可得\begin{cases}5-m>0\\m-1>0\\m-1>5-m\end{cases},再解不等式组即可得解由方程\frac{x2}{5-m}+\frac{}{n}\frac{\sqrt{2}}{-1}=1表示焦点在y轴的椭圆,则\begin{cases}5-m>0\\m-1>0\\m-1>5-m\end{cases},解得:\begin{cases}m<5\\m>1\\m>3\end{cases},即3<m<5,

[3353] 如图所示,取PQ的中点M,连结AM,AP,AQ.由题意可得:AP\botAQ,OP=3OQ,结合圆的性质有:OQ=QM=MP,AM\botOP,AP=AQ在等腰直角三角形中,令AP=AQ=2m(m>0),则:MA=MP=MQ=\sqrt{2}mRt\DeltaAMO中,OA=\sqrt{MO^{2}+MA^{2}}=\sqrt{(2\sqrt{2}m)^{2}+(\sqrt{2}m)^{2}}=\sqrt{10}mk_{OP}=\frac{AM}{OM}=\frac{1}{2},则\frac{b}{a}=\frac{1}{2},结合c=3可得椭圆方程为\frac{x^{2}}{4}+y^{2}=1,则OA=\sqrt{10}m=2=\frac{2}{\sqrt{10}}

[3354] B为椭圆右焦点,设左焦点为F(-2,0),则由椭圆定义|MB|+|MF|=2a=8.于是|MA|+|MB|=8+|MA|-|MF|.当M不在直线AF与椭圆交点上时,M,F,A三点构成三角形,于是|MA|-|MF|<|AF|.而当M在直线AF与椭圆交点上时,在第二象限交点时,有|MA|-|MF|=-|AF|在第三象限交点时有|MA|-|MF|=|AF|.显然当M在直线BF与椭圆第三象限交点时|MA|+|MB|有最大值.|MA|+|MB|=8+|MA|-|MF|=8+|AF|=8+\sqrt{3}

[3356] 由a^{2}=b^{2}+c^{2}及a^{2}+b^{2}\cdot3c^{2}=0得a^{2}=2c^{2}\Rightarrowa=\sqrt{2}c则\frac{a+c}{a-c}=\frac{\sqrt{2}+1}{\sqrt{2}-1}=3+2\sqrt{2},

[3362] 由中垂线的性质可得:|PF|=|AF|=\frac{a^{2}}{c}-c,又有a-c\leqslant|PF|\leqslanta+c,于是a-c\leqslant\frac{a^{2}}{c}-c\leqslanta+c^{,}ac-c^{2}\leqslanta^{2}-c^{2}\leqslantac+c^{2},e-e^{2}\leqslant1-e^{2}\leqslante+e^{2},又e<1,解得:\frac{1}{2}\leqslante<1.

[3363] 椭圆\frac{x2}{4}+y^{2}=1的右焦点为F(\sqrt{3},0),直线AB的方程为y=x-\sqrt{3}联立\begin{cases}y=x-\sqrt{3}\\\frac{x^{2}}{4}+y^{2}=1\end{cases}得5x^{2}-8\sqrt{3}x+8=0,a=8^{2}\times3-4\times5\times8=32>0设点A(x_{1},y_{1})、B(x_{2},y_{2}),由韦达定理可得x_{1}+x_{2}=\frac{8\sqrt{3}}{5},x_{1}x_{2}=\frac{8}{5}|AB|=\sqrt{2}\cdot\sqrt{(x_{1}+x_{2})^{2}-4x_{1}x_{2}}=\sqrt{2}\times\sqrt{(\frac{8\sqrt{3}}{5})^{2}-4\times\frac{8}{5}}=\frac{8}{5}

[3364] P(1,2)代入抛物线方程,求出p=2,可求准线方程P(1,2)在抛物线C:y^{2}=2px上,2p=4,p=2,准线方程为x=-\frac{p}{2}=-1,

[3365] F(1,0),设A(x_{1},y_{1})B(x_{2},y_{2})由\begin{cases}y=\sqrt{3}(x-1)\\y^{2}=4x\end{cases}整理得3x^{2}-10x+3=0,所以x_{1}=3,x_{2}=\frac{1}{3},(x_{1}>x_{2})\therefore由抛物线的定义知\frac{|FA|}{|FB|}=\frac{x_{1}+1}{x_{2}+1}=\frac{3+1}{3}+1

[3366] 由题意可知,双曲线的一个焦点坐标为(c,0),双曲线的一条渐近线方程为:\frac{x}{a}-\frac{y}{b}=0,即bx-ay=0,据此可得:\frac{|bc-0|}{\sqrt{a^{2}+b^{2}}}=\frac{bc}{c}=b=2a,则c=\sqrt{a^{2}+b^{2}}=\sqrt{5}a,椭圆的离心率e=\frac{c}{a}=\sqrt{5}青】双曲线的离心率是双曲线最重要的几何性质,求双曲线的离心率(或离心率的取值范围),常种方法:\textcircled{1}求出a,c,代入公式e=\frac{c}{a}\textcircled{2}只需要根据一个条件得到关于a,b,c的齐次式,结合b^{2}=c^{2}-a^{2}转化为a,c的齐次式,然后等式(不等式)两边分别除以a或a^{2}转化为关于e的方程(不等式),解方程(不等式)即可得e(e的取值范围)

[3367] 分析在直角三角形ACB中,MC=\frac{1}{2}AB,直角三角形AOB中,MO=\frac{1}{2}AB,从而可得MO=MC进而得点M的轨迹为线段OC的垂直平分线,从而得解.如图所示,CA\botCB,所以在直角三角形ACB中,MC=\frac{1}{2}AB,又在直角三角形AOB中,MO=\frac{1}{4}AB,所以MO=MC,点M的轨迹为线段OC的垂直平分线,C(-1,3),O(0,0),k_{CO}=-3,中点为(-\frac{1}{2},\frac{3}{7})所以垂直平分线方程为:y-\frac{3}{2}=\frac{1}{2}(x+\frac{1}{2}),整理得:x-3y+5=0b答安为.x-3v+5=0

[3368] 由于双曲线图象关于x轴对称,且M不在x轴上,所以所求直线不平行于y轴,即斜率为实数,设所求直线斜率为a,与双曲线两交点坐标为(4+t,1+at)和(4-t,1-at)坐标代入双曲线方程,得:\frac{(4+t)^{2}}{4}-(1+at)^{2}=1,\frac{(4-t)^{2}}{4}-(1-at)^{2}=1两式相减,得:4t-4at=0a=1,所求直线方程为yy-1=1(x-4)即x-y-3=0

[3369] 分析:由题意利用待定系数法求得a,b的值即可求得椭圆的标准方程详椭圆的焦点位于x轴,则设椭圆的方程为\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)椭圆C过点1,\frac{\sqrt[2]{5}}{5},则:\frac{1}{a^{2}}+\frac{4}{5b^{2}}=1,\textcircled{1}它的一个焦点为(2,0),则a2-b^{2}=4,\textcircled{2}\textcircled{1}\textcircled{2}联立可得:\begin{cases}a^{2}=5\\b^{2}=1\end{cases},则C的标准方程为\frac{x^{2}}{5}+y^{2}=1

[3372] 根据双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的焦距是虚轴长的2倍,则有2c=4b,然后由\frac{b}{a}=\frac{b}{\sqrt{c^{2}-b^{2}}}求解.[详解]因为双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的焦距是虚轴长的2倍所以2c=4b,即c=2b,所以\frac{b}{a}=\frac{b}{\sqrt{c^{2}-b^{2}}}=\frac{b}{\sqrt{3}b}=\frac{\sqrt{3}}{3}所以双曲线的渐近线方程为y=\pm\frac{\sqrt{3}}{3}x^{x}

[3373] 由题意可得:2\sqrt{m}=8,即m=16

[3374] 由直线l过抛物线的焦点F可得PQ=PF+QF,再根据抛物线的定义将PF+QF转化为抛物线上的点到准线的距离,即可得结果。抛物线y^{2}=4x的焦点为F(1,0),准线方程为x=-1.根据题意可得,PQ=PF+QF=x_{1}+1+x+x_{2}+2=8.

[3375] 因为抛物线y^{2}=8x的焦点坐标是F(2,0),所以m+1=4\Rightarrowm=3,应填答案3.

[3376] 由椭圆的定义可知|MF_{1}|+|MF_{2}|=2a=12,因为点N是线段MF_{1}的中点,|MN|=4,所以|MF|=8,所以|MF_{2}|=4,因为点O是线段F_{1}F_{2}的中点,所以ON是\triangleMF_{1}F_{2}的中位线,所以|ON|=\frac{1}{3}|MF_{2}|=2,

[3377] 双曲线\frac{x^{2}}{9}-\frac{y^{2}}{3}=1的两条渐近线为x-\sqrt{3}y=0和x+\sqrt{3}y=0,设P(x_{0},y_{0}),则P到渐近线为x-\sqrt{3}y=0的距离d_{1}=\frac{|x_{0}-\sqrt{3}y_{0}|}{2}P到渐近线为x+\sqrt{3}y=0的距离_{d_{2}}=\frac{|x_{0}+\sqrt{3}y_{0}|}{2},\therefore\trianglePMN的面积=\frac{1}{2}\times\frac{|x_{0}-\sqrt{3}y_{0}|}{2}\times\frac{|x_{0}+\sqrt{3}y_{0}|}{2}=\frac{|x^{2}-3y_{0}^{2}|}{

[3378] 若双曲线\frac{x2}{4+k}+\frac{y^{2}}{2-k}=1焦点在x轴上,则\begin{cases}4+k>0\\2-k<0\end{cases},解得k>2,所以2\sqrt{4+k}=6,解得k=5;若双曲线\frac{x_{2}}{4+k}+\frac{y^{2}}{2-k}=1焦点在y轴上,\begin{cases}4+k<0\\2-k>0\end{cases},解得k<-4,所以2\sqrt{2-k}=6,解得k=-7;

[3379] 如图所示设|AF_{1}|=x,\therefore|BF_{1}|=3x,|BF_{2}|=2a-3x,|AF_{2}|=2a-x因为AB\botBF_{2},所以(4x)^{2}+(2a-3x)^{2}=(2a-x)^{2},(3x)^{2}+(2a-3x)^{2}=(2c)^{2}=4而c=1,解得a^{2}=2,又b^{2}=a^{2}-c^{2}=1,所以C的方程为\frac{x^{2}}{2}+y^{2}=1.

[3380] 若焦点在x轴上,由题意可得:a:b:c=1:\sqrt{3}:2不妨令a=1,b=\sqrt{3},c=2,则双曲线方程x2-\frac{y^{2}}{3}=1.

[3381] 抛物线上横坐标为2的点到焦点的距离就是这点到抛物线准线的距离,抛物线的准线方程为x=-\frac{1}{2},所以|PF|=2+\frac{1}{2}=\frac{5}{2},

[3382] 因为抛物线x^{2}=4y焦点坐标为(0,1)显然直线的斜率存在,设直线方程为y=kx+1将直线y=kx+1代入抛物线x^{2}=4y,整理得x^{2}-4kx-4=0.\thereforex_{1}x_{2}=-4

[3384] 由题意知\angleF_{1}F_{2}M=90^{\circ},又M(\sqrt{3},2),所以c=\sqrt{3},又点M(\sqrt{3},2)为双曲线C上.所以\frac{3}{a^{2}}-\frac{4}{b^{2}}=1,联立解得a=1,则双曲线C的离心率为\sqrt{3}.

[3385] 由题意,双曲线x^{2}-y^{2}=1,可得a=b=1,c=\sqrt{a^{2}+b^{2}}=1根据双曲线的定义,可得|PF_{1}|-|PF_{2}|=2a=2.因为满足PF_{1}\botPF_{2},可得|PF_{1}|^{2}+|PF_{2}|^{2}=|F_{1}F_{2}|^{2}=(2c)^{2}=8又由(|PF_{1}|-|PF_{2}|)^{2}=|PF_{1}|^{2}+|PF_{2}|^{2}-2|PF_{1}||PF_{2}|=4,可得|PF_{1}||PF_{2}|=2所以(|PF_{1}|+|PF_{2}|)^{2}=|PF_{1}|^{2}+|PF_{2}|^{2}+2|PF_{1}||PF_{2}|=8+4=12,所以|PF_{1}|+|PF_{2}|=2\sqrt{3}

[3386] 抛物线y=ax^{2}的标准方程为:x^{2}=\frac{1}{a}y,准线方程为:y=-\frac{1}{4a}|1-(-\frac{1}{43})|=2,解得a=\frac{1}{4}或-\frac{1}{12}

[3387] 从焦点得到c=2,从渐近线得到\frac{b}{a}=\sqrt{3},加上双曲线满足c^{2}=a^{2}+b^{2}联立即可因为F(2,0)为一个焦点,所以焦点在x轴上,且c=2.因为渐近线是y=\pm\sqrt{3}x,所以\frac{b}{a}=\sqrt{3}因为双曲线满足c^{2}=a^{2}+b^{2},所以解得\begin{cases}a=1\\b=\sqrt{3}\end{cases},即双曲线方程是x^{2}-\frac{y^{2}}{3}=1

[3388] \angleF_{1}PF_{2}=\frac{\pi}{3}\Rightarrowa=2c,S_{\triangleF_{1}PF_{2}}=\frac{1}{2}\times2c\timesb=\sqrt{3},故_{b}=\frac{\sqrt{3}}{c}又a^{2}=b^{2}+c^{2},即4c^{2}=\frac{3}{c^{2}}+c^{2},解得:c^{2}=1,故a^{2}=4,b^{2}=3,所以C的方程是\frac{x^{2}}{4}+\frac{y^{2}}{3}=1

[3389] 由\frac{x^{2}}{4}+\frac{y^{2}}{3}=1,可知a=2,b=\sqrt{3},所以c=\sqrt{a^{2}-b^{2}}=\sqrt{4-3}=1,从而|F_{1}F_{2}|=2c=2.在\trianglePF_{1}F_{2}中,由余弦定理得|PF_{2}|^{2}=|PF_{1}|^{2}+|F_{1}F_{2}|^{2}-2|PF_{1}|F_{1}F_{2}|\cos\anglePF_{1}F_{2},即|PF_{2}|^{2}=|PF_{1}|+4-4|PF_{1}|\times(-\frac{1}{2})=|PF_{1}|^{2}+4+2|PF_{1}|,\textcircled{1}由椭圆定义得|PF_{1}|+|PF_{2}|=2a=4,\textcircled{2}由\textcircled{1}\textcircled{2}联立可得|PF_{1}|=\frac{6}{5}.所以S_{\DeltaPF_{1}F_{2}}=\frac{1}{2}|PF_{1}||F_{1}F_{2}|\sin\anglePF_{1}F_{2}=\frac{1}{2}\times\frac{6}{5}\times2\times\frac{\sqrt{3}}{2}=\frac{3\sqrt{3}}{5}

[3390] 由题意,\because方程\frac{x^{2}}{a^{2}}+\frac{y^{2}}{a+12}=1表示焦点在x轴上的椭圆\thereforea^{2}>a+12>0,解得a>4或-12<a<-3\therefore实数a的取值范围是(-12,-3)\cup(4,+\infty)

[3391] \frac{x^{2}}{7}+\frac{y^{2}}{3}=1\Rightarrowa=\sqrt{7},c=2\Rightarrowe=\frac{c}{a}=\frac{2\sqrt{7}}{7}

[3392] 由题意得F(c,0),由切点为M为线段FP的中点可知,FPO为等腰直角三角形\therefore点P(0,c),由中点公式得M(\frac{c}{2},\frac{c}{2})),把M(\frac{c}{2},\frac{c}{2}))代入圆的方程得\frac{c^{2}}{4}+\frac{c^{2}}{4}=a^{2}\therefore\frac{c}{a}=\sqrt{2}=\sqrt{2},

[3393] 由双曲线方程\frac{y^{2}}{9}-\frac{x^{2}}{4}=1可得a=3,b=2c=\sqrt{a^{2}+b^{2}}=\sqrt{13},由于此双曲线的焦点在y轴上,所以双曲线焦点坐标为(0,\pm\sqrt{13})

[3394] 由题意设椭圆的焦点在x轴上,F(c,0),B(0,b),设D(x,y),由\overrightarrow{BF}+2\overrightarrow{DF}=\overrightarrow{0}解得点D坐标.代入椭圆方程,化简即可求得离心率.设椭圆的焦点在x轴上,方程为\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0),F(c,0),B(0,b)设D(x,y),由\overrightarrow{BF}+2\overrightarrow{DF}=\overrightarrow{0},且\overrightarrow{BF}=(c,-b),\overrightarrow{DF}=(x-c,y),故x=\frac{3c}{2},y=-\frac{1}{2}b,D(\frac{3c}{2},-\frac{1}{2}b),由点D在椭圆上,故\frac{(\frac{3c}{2})^{2}}{a^{2}}+\frac{(-\frac{1}{2})^{2}}{b^{2}}=1'整理得\frac{c^{2}}{a^{2}}=\frac{1}{3},故离心率e=\frac{c}{a}=\frac{\sqrt{3}}{3}

[3396] 双曲线\frac{x2}{16}-\frac{y^{2}}{9}=1和椭圆\frac{x2}{169}+\frac{y^{2}}{144}=1有相同的焦点F_{1},F_{2},不妨设P是它们在第一象限的交点,由椭圆的定义可得|PF_{1}|+|PF_{2}|=26,由双曲线的定义可得|PF_{1}|-|PF_{2}|=8.\therefore|PF_{1}|=17,|PF_{2}|=9,\because|F_{F}_{2}|=2c=10,由余弦定理可得\cos\angleF_{1}PF_{2}=\frac{|PF_{1}|^{2}+|PF_{2}|^{2}-|F_{1}F_{2}|}{2\cdot|PF_{1}|}=\frac{17^{2}+9^{2}-10^{2}}{2\times17\times9}=\frac{15}{17}.所以\angleF_{1}PF_{2}=arc\cos\frac{15}{17},

[3397] 椭圆C:\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)的左、右焦点分别为F_{1},F_{2},点P是椭圆C上的点\cos\angleF_{1}PF_{2}=\frac{11}{14},S_{\DeltaF_{1}PF_{2}}=\sqrt{3},F_{1}P=m,PF_{2}=n可得:4c^{2}=m^{2}+n^{2}-2mn\cos\angleF_{1}PF_{2},\frac{1}{2}mn\sin\angleF_{1}PF_{2}=\sqrt{3},m+n=2aa^{2}=c^{2}+b^{2},解得:b=\sqrt{5}则椭圆C的短轴长是2\sqrt{5}

[3398] 根据椭圆的离心率求解参数a,b,c之间的关系,再根据椭圆的定义化简d-|AF|,最后根据平面几何关系求解最小值.详解】根据题意,椭圆的离心率e=\frac{c}{a}=\frac{\sqrt{5}}{5},且a^{2}=b^{2}+c^{2}\thereforec=\frac{\sqrt{5}}{5}a,b=\frac{2\sqrt{5}}{5}a设椭圆的左焦点为F_{1}(-c,0),则其坐标可写为F_{1}-\frac{\sqrt{5}}{5}a,C根据椭圆的定义,|AF_{1}|+|AF|=2a\therefore|AF|=2a-|AF_{1}|\therefored-|AF|=d+|AF_{1}|-2a根据平面几何知识,d+|AF_{1}|的最小值即为点F_{1}到直线l的距离所以d-|AF|的最小值为:\frac{|-bc+a\cdot0-a^{2}-b^{2}|}{\sqrt{a^{2}+b^{2}}}-2a化简计算得\frac{11\sqrt{5}}{115}-2|a,用b可表示为(\frac{11}{6}-\sqrt{5})b

[3399] 设双曲线C:\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的右焦点F(c,0),双曲线C的一条渐近线方程设为bx+ay=0,可得|AF|=\frac{|bc|}{\sqrt{b^{2}+a^{2}}}=b,|OA|=\sqrt{c^{2}-b^{2}}=a又AOAF的面积为\frac{a2+b^{2}}{5},即有\frac{1}{2}ab=\frac{a^{2}+b^{2}}{5},化简得,b=2a或b=\frac{1}{2}a,因为e=\frac{c}{a}=\sqrt{1+\frac{b^{2}}{a^{2}}}所以e=\sqrt{5}或\frac{\sqrt{5}}{2}.

[3400] 由抛物线的定义可得2+\frac{p}{2}=3,解得p=2,故t^{2}=2\times2\times2,解得t=\pm2\sqrt{2}

[3401] 由题得双曲线的渐近线方程为bx-ay=0,所以\frac{|-4a|}{\sqrt{b^{2}+a^{2}}}=2,\therefore4a=2c,\thereforee=2.

[3402] 设线段PF_{1}的中点为Q,连接OQ,由于Q在圆x^{2}+y^{2}=a^{2}-b^{2}=c^{2}上所以OQ=c.由于O是线段F_{1}F_{2}的中点,所以OQ//PF_{2},PF_{2}=2OQ=2c所以PF_{1}=2a-2c.设\anglePF_{1}F_{2}=\theta,则k=\tan\theta\geqslant1,所以\theta\in[\frac{\pi}{4},\frac{\pi}{2}),\cos\theta\in(0,\frac{\sqrt{2}}{2}]在三角形PF_{1}F_{2}中,由余弦定理得\frac{1^{1}^{2}+|F_{1}F_{2}|^{2}-|PF_{2}|^{2}}{2|PF_{1}|\cdot|F_{1}F_{2}|}=\frac{(2a-2c)^{2}+4c^{2}-4c^{2}}{2(2a-2c)\cdot2c}=\frac{(a-c)^{2}}{2(a-c)\cdotc}由于a>c,a-c>0所以0<(a-c)^{2}\leqslant\sqrt{2}(a-c)\cdotc'所以0<(1-\frac{c}{a})^{2}\leqslant\sqrt{2}(1-\frac{c}{a})\cdot\frac{c}{a}所以0<(1-e)^{2}\leqslant\sqrt{2}(1-e)\cdote,由于0<e<1,所以不等式左边成立右边,即(1-e)^{2}\leqslant\sqrt{2}(1-e)\cdote,可化为(1+\sqrt{2})e2-(2+\sqrt{2})e+1\leqslant0[(1+\sqrt{2})e-1](e-1)\leqslant0,解得\sqrt{2}-1\leqslante\leqslant1,所以e的最小值为\sqrt{2}-1

[3404] 首先得到抛物线C标准方程和焦点坐标,假设直线方程,与抛物线方程联立,表示出韦达定理的开式,得到x_{1}+x_{2},x_{1}x_{2},y_{1}+y_{2},y_{1}y_{2};根据\overrightarrow{PA}\cdot\overrightarrow{PB}=25,由向量数量积运算可构造出关于k的方程,解方程求得结果.(详解)由已知可得抛物线C标准方程为:x^{2}=4y\therefore焦点坐标为:(0,1)设直线AB的方程为:y=kx+1由\begin{cases}y=kx+1\\x^{2}=4y\end{cases}得:x^{2}-4kx-4=0设A(x_{1},y_{1}),B(x_{2},y_{2}),则_{A}=16k^{2}+16>0,x_{1}+x_{2}=4k,x_{1}x_{2}=-4\thereforey_{1}+y_{2}=k(x_{1}+x_{2})+2=4k^{2}+2,y_{1}y_{2}=\frac{1}{4}x_{1}^{2}\cdot\frac{1}{4}x_{2}^{2}=\frac{1}{16}(x_{1}x_{2})^{2}=1又\overrightarrow{PA}=(x_{1}-2,y_{1}+2),\overrightarrow{PB}=(x_{2}-2,y_{2}+2)\therefore\overrightarrow{PA}\cdot\overrightarrow{PB}=(x_{1}-2)(x_{2}-2)+(y_{1}+2)(y_{2}+2)=25即x_{1}x_{2}-2(x_{1}+x_{2})+4+y_{1}y_{2}+2(y_{1}+y_{2})+4=-8k+8k^{2}+9=25解得:k=-1或2本题正确结果:-1或2

[3405] 因为a^{2}=11,所以椭圆\frac{x^{2}}{11}+\frac{y^{2}}{6}=1上任意一点到两焦点的距离之和为2a=2\sqrt{11}.

[3406] 设点A(x_{1},y_{1})、B(x_{2},y_{2}),联立\begin{cases}y=x+m\\2x^{2}+y2=2\end{cases},可得3x^{2}+2mx+m^{2}-2=0A=4m^{2}-12(m^{2}-2)=24-8m^{2}>0,解得-\sqrt{3}<m<\sqrt{3},由韦达定理可得x_{1}+x_{2}=-\frac{2m}{3},则y_{1}+y_{2}=x_{1}+x_{2}+2m=\frac{4m}{3}所以,线段AB的中点为M(-\frac{m}{3},\frac{2m}{3})由题意可得(-\frac{m}{3})^{2}+(\frac{2m}{3})^{2}=1,解得m=\pm\frac{3\sqrt{5}}{5}.

[3408] 右焦点为F(1,0),又A(0,2),而l:x=5,故M(5,2),故k_{FM}=\frac{2-0}{5-1}=\frac{1}{2},填\frac{1}{2}

[3411] 根据题意画出图形,如图所示;由图形知,\sqrt{(x-4)^{2}+(y-1)^{2}}.x=|PA|-x=|PA|-(|PM|-2)=|PA|-(|PF|-2)=|PA|-|PF|+2\leqslant|AF|+2=\sqrt{5}+2;即\sqrt{(x-4)^{2}+(y-1)^{2}}-x的最大值是\sqrt{5}+2.

[3412] 由双曲线的定义,得|F_{1}A|-|F_{2}A|=|F_{2}A|=2a,则|F_{1}A|=4a,因为双曲线的离心率为2,则|F_{1}F_{2}|=2c=4a,在\triangleAF_{1}F_{2}中,\cos\angleAF_{2}F_{1}=\frac{16a^{2}+4a^{2}-16a^{2}}{2\times4a\times2a}=\frac{1}{4};故填\frac{1}{4}

[3413] 由双曲线的方程x^{2}-\frac{y^{2}}{2}=1,可得a=1,因为点P在双曲线上,由双曲线的定义可知||PF_{1}|-|PF_{2}||=2.因为|PF_{1}|=5,代入解得|PF_{2}|=3或|PF_{2}|=7

[3414] x^{2}=4y,焦点坐标为F(0,1)由题意得:|PF|+|PA|\geqslant|AF|=4.故点P到焦点F和到点A(4,1)的距离之和的最小值是4

[3416] 抛物线y^{2}=2x的焦点F(\frac{1}{2},0),准线为x=-\frac{1}{2}由抛物线的定义可得|PM|=|PF|-\frac{1}{2},所以|PA|+|PM|=|PA|+|PF|-\frac{1}{2}\geqslant|AF|-\frac{1}{2}因为A(\frac{7}{2},-4),F(\frac{1}{2},0),所以|AF|=\sqrt{(\frac{7}{2}-\frac{1}{2})^{2}+(-4-0)^{2}}=5^{'}所以|PA|+|PM|=|PA|+|PF|-\frac{1}{2}\geqslant|AF|-\frac{1}{2}=5-\frac{1}{2}=\frac{9}{2}当且仅当A,P,F三点共线且P在线段AF上时,取得最小值,所以|PA|+|PM|的最小值为\frac{9}{2},为:\frac{9}{2}

[3419] 设A(x_{1},y_{1}),B(x_{2},y_{2}),此时AB的直线方程为y=\sqrt{3}(x-\frac{p}{2}),即x=\frac{y}{\sqrt{3}}+\frac{p}{2}将它代入到抛物线方程y^{2}=2px中,得y^{2}-\frac{2py}{\sqrt{3}}-p^{2}=0,则y_{1}y_{2}=-p^{2},x_{1}x_{2}=\frac{(y_{1}y_{2})^{2}}{4p^{2}}=\frac{p^{2}}{4},由\overrightarrow{OA}\cdot\overrightarrow{OB}=x_{1}x_{2}+y_{1}y_{2}=-3,得-\frac{3}{4}p^{2}=-3,解得p=2此时AB的直线方程为y=\sqrt{3}(x-1),抛物线方程为y^{2}=4x.不妨设点A在第一象限,因此可以解得A(3,2\sqrt{3}),B(\frac{1}{3},-\frac{2\sqrt{3}}{3})\therefore\tan\angleAOF=\frac{2\sqrt{3}}{3},\tan\angleBOF=2\sqrt{3},\therefore\tan\angleAOB=\tan(\angleAOF+\angleBOF)=\frac{\frac{2\sqrt{3}}{3}+2\sqrt{3}}{1-\frac{2\sqrt{3}}{3}\times2\sqrt{3}}=-\frac{8\sqrt{3}}{9}

[3420] 由双曲线方程知其渐近线方程为:y=\pm\frac{b}{a}x,即\pmbx-ay=0设P(x,y),则b^{2}x^{2}-a^{2}y^{2}=a^{2}b^{2}\therefore|PA|\cdot|PB|=\frac{|bx-ay|\cdot|-b}{a^{2}+b^{2}}\frac{x-ay|}{c^{2}}=\frac{|b^{2}x^{2}-a^{2}y2|}{c^{2}},又|F_{1}F_{2}|^{2}=4c^{2}\therefore12c^{2}=\frac{64a2b^{2}}{c^{2}}=\frac{64a^{2}(c^{2}+b^{2}}{c^{2}},即3c^{4}-16a^{2}c^{2}+16a^{4}=0\therefore3e^{4}-16e^{2}+16=0,解得:e^{2}=\frac{4}{3}或e^{2}=4,又e>1,\thereforee=\frac{2\sqrt{3}}{3}或2

[3421] 求出准线/的方程,由l与圆C:(x-3)^{2}+y^{2}=1相交所得弦长为\sqrt{3},求出a,写出抛物线方程[详解]抛物线y=ax^{2}(a>0)的准线l:y=-\frac{1}{4a}圆C:(x-3)^{2}+y2=1圆心C(3,0)到的距离为\therefore\frac{1}{4a}=\frac{1}{2},解得:a=\frac{1}{2}.

